6,4,0.30889272689819336
6,4,0.3064148426055908
3,0,0.002006053924560547
2,0,0.0006315708160400391
1,1,0.00014734268188476562
3,0,0.0020303726196289062
4,2,0.008976459503173828
5,10,0.04840254783630371
6,4,0.354339599609375
7,40,1.948340892791748
8,92,10.582556962966919
2,0,0.0006387233734130859
2,0,0.0006210803985595703
2,0,0.000637054443359375
3,0,0.0020351409912109375
1,1,0.00015854835510253906
1,1,0.0001552104949951172
1,1,0.00015783309936523438
1,1,0.0001475811004638672
1,1,0.00014853477478027344
1,1,0.0001494884490966797
1,1,0.0001480579376220703
1,1,0.00014448165893554688
1,1,0.0001480579376220703
1,1,0.0001552104949951172
1,1,0.00015735626220703125
1,1,0.00014400482177734375
1,1,0.0001456737518310547
1,1,0.00014781951904296875
1,1,0.0001723766326904297
4,2,0.008970975875854492
4,2,0.00900125503540039
4,2,0.00893092155456543
4,2,0.008832931518554688
4,2,0.00946187973022461
4,2,0.008858919143676758
4,2,0.00916147232055664
8,92,12.61282730102539
9,352,84.27506852149963
10,724,494.017671585083
